Sam Hunt,Take Your Time,1,0,0,0
Grand Funk Railroad,We're an American Band - 2002 - Remastered,0,0,0,0
Foo Fighters,My Hero,0,0,0,0
Queen,Another One Bites The Dust,0,0,0,0
Mötley Crüe,Smokin' In The Boys Room,0,0,0,0
Joe Strummer,Mondo Bongo,0,0,0,0
Arctic Monkeys,Brianstorm,0,0,0,0
Jimi Hendrix,Fire,0,0,0,0
Steely Dan,Aja,0,0,0,0
The White Stripes,My Doorbell,0,0,0,0
Sleater-Kinney,Dig Me Out,0,0,0,0
Yes,Long Distance Runaround - Live,0,0,1,0
Boston,Foreplay / Long Time,0,0,0,0
Le Tigre,Mediocrity Rules (LIVE),0,0,0,0
Joy Division,No Love Lost,0,0,0,0
Paul Simon,The Obvious Child,0,0,0,0
The Ventures,Wipeout,0,0,0,0
The Mars Volta,Inertiatic Esp,0,0,0,0
Chicago,I'm A Man - Remastered Version,0,0,0,1
The Roots,You Got Me,0,0,0,0
Sheila E.,The Glamorous Life,1,0,0,0
Gloria Estefan,Conga,0,0,0,1
Talking Heads,Burning Down The House - Remastered,1,0,0,0
Local Natives,Who Knows Who Cares,0,0,0,0
5 Seconds of Summer,Mrs All American,1,1,0,0
The xx,Infinity,0,0,0,0
Mary Lambert,She Keeps Me Warm,4,0,0,0
The Smiths,This Charming Man (2008 Remastered Version),0,0,0,0
Erykah Badu,Kiss Me On My Neck,2,0,0,0
Ratatat,Neckbrace,0,0,0,0
Wu-Tang Clan,Protect Ya Neck,0,0,1,0
Xavier Rudd,Breeze,0,0,0,0
Seals and Crofts,Summer Breeze,0,0,0,0
Geri Halliwell,Look At Me,0,0,0,0
Belle & Sebastian,Long Black Scarf,0,0,0,0
David Bowie,Fashion,0,1,0,0
Iggy Azalea,Fancy,0,0,0,0
Butch Walker,Summer Scarves,0,0,0,0
Kelly Clarkson,"Baby, It's Cold Outside",0,0,0,1
Biffy Clyro,Watch,0,1,0,0
G-Unit,Watch Me,0,0,0,0
Ingrid Michaelson,Keep Warm,3,0,0,0
JAY Z,Gotta Have It,2,0,0,0
Death Cab for Cutie,Blacking Out The Friction,0,0,0,0
Willie Nelson,On the Road Again,1,0,0,0
Ice Cube,It Was A Good Day,0,0,0,0
Iron & Wine,Naked As We Came,0,0,0,0
Michael McDonald,Ain't No Mountain High Enough,0,0,0,0
Kanye West,POWER,0,0,0,0
Drake,Forever,1,0,0,0
Bon Iver,Skinny Love,2,0,0,0
Anthrax,Bring Tha Noize,0,0,1,0
David Grisman,Whiskey In The Jar,0,0,0,0
Four Year Strong,What's in the Box?,0,1,0,0
letlive.,Younger,0,0,0,0
Manchester Orchestra,I Can Feel A Hot One,0,0,0,0
Into It. Over It.,Descretion & Depressing People,0,0,0,0
Mayday Parade,Stay,0,0,0,0
ZZ Top,Sharp Dressed Man (2008 Remastered LP Version),0,0,0,0
Taking Back Sunday,MakeDamnSure,0,0,0,0
Cat Stevens,Wild World,0,0,0,0
The Color Morale,Learned Behavior,0,0,0,0
Pete Townshend,Let My Love Open The Door - E. Cola Mix,0,0,0,0
Senses Fail,Can't Be Saved,0,0,0,0
Baroness,Take My Bones Away,0,0,0,0
Memphis May Fire,Miles Away - feat. Kellin Quinn,0,0,0,0
Frank Turner,Recovery,0,0,0,0
Bruce Springsteen,Dancing In the Dark,0,0,0,0
Kenny Rogers,The Gambler,0,0,0,0
The Beach Boys,Good Vibrations - 2001 - Remaster,0,0,0,0
Eric Clapton,Tears In Heaven,0,0,0,0
Kid Rock,All Summer Long,2,0,0,0
The Black Keys,Lonely Boy,1,0,0,0
Fleet Foxes,Mykonos,0,0,0,0
Delta Spirit,People C'mon,0,0,0,0
The Flaming Lips,Do You Realize??,0,0,0,0
Foo Fighters,Everlong,0,0,0,0
Andrew W.K.,I Love NYC,4,0,0,0
Devendra Banhart,Baby,0,0,0,0
Kings of Leon,Sex on Fire (X Factor Performance),1,0,0,0
Snoop Dogg,Gin And Juice,1,0,0,0
Mumford & Sons,I Will Wait,1,0,0,0
The Lumineers,Stubborn Love,1,0,0,0
Husky,Hunter,2,0,0,0
Aaliyah,Age Ain't Nothing but a Number,0,0,0,0
Zendaya,Replay,0,0,0,0
Rihanna,Where Have You Been,1,0,0,0
Adele,Rumour Has It,1,0,0,0
Amy Winehouse,Love Is A Losing Game,3,0,0,0
En Vogue,Free Your Mind,0,0,0,0
Rihanna,We Found Love,4,4,0,0
Aaliyah,No One Knows How to Love Me Quite Like You Do,9,0,0,0
Kelly Rowland,Motivation,1,0,0,0
Azealia Banks,212,0,0,2,0
Zendaya,Swag It Out,1,0,0,0
Ciara,Body Party,0,0,0,0
Brandy,I Wanna Be Down,0,0,0,0
Azealia Banks,Van Vogue,1,0,0,0
David Guetta,When Love Takes Over (feat. Kelly Rowland),1,0,0,0
Kelly Rowland,Commander,0,1,0,0
JoJo,Leave (Get Out),0,0,0,0
Brandy,The Boy Is Mine - Duet With Monica,1,0,1,0
Brandy,Have You Ever,4,0,0,0
Destiny's Child,"Jumpin', Jumpin' (So So Def Remix)",0,0,0,0
Missy Elliott / Aaliyah,Best Friends,0,0,0,0
SWV,Weak,3,0,0,0
Keyshia Cole,Heaven Sent,3,0,0,0
Katy B,Aaliyah,0,0,4,0
JoJo,"Too Little, Too Late",0,0,0,0
Rita Ora,I Will Never Let You Down,1,0,0,0
Diddy,I'll Be Missing You (feat. 112),1,0,0,0
Aaliyah,I'm Down,0,0,0,0
Christina Milian,Dip It Low,0,0,0,0
TLC,Waterfalls,0,0,0,0
En Vogue,My Lovin' (You're Never Gonna Get It),2,0,0,0
TLC,Creep,1,0,0,0
Destiny's Child,"No, No, No Part 2 (featuring Wyclef Jean)",0,0,0,0
Aaliyah,Back & Forth,0,0,0,0
Adele,Rolling in the Deep,2,0,0,0
Rihanna,Pour It Up,2,2,0,0
Ciara,Love Sex Magic,0,0,0,0
Exitmusic,The Night,0,0,0,0
M83,Midnight City,0,0,0,0
Tera Melos,Weird Circles,0,0,0,0
Future Of The Left,French Lessons,1,0,0,0
The Velvet Underground,Rock & Roll,4,0,0,0
Survivor,Eye of the Tiger,1,0,0,0
Daft Punk,Get Lucky - Daft Punk Remix,0,0,0,0
Queen,We Are The Champions,0,0,0,0
Pharrell Williams,"Happy - From ""Despicable Me 2""",7,0,0,0
Ed Sheeran,Sing,1,0,0,0
Röyksopp & Robyn,Do It Again,0,1,0,0
Tegan and Sara,Alligator - Live,0,0,0,2
First Aid Kit,My Silver Lining,1,2,0,1
The Staves,Mexico,0,0,0,0
Gardiner Sisters,Home/Dirty Paws,3,0,0,0
Lily & Madeleine,Devil We Know,1,0,2,0
The Veronicas,Untouched,0,0,0,0
The Corrs,Breathless,0,0,0,0
Dixie Chicks,Landslide,2,0,0,0
Ward Thomas,The Good and the Right - Radio Edit,0,0,0,0
The Secret Sisters,Tomorrow Will Be Kinder - from The Hunger Games Soundtrack,1,0,0,0
The Watson Twins,Just Like Heaven - Soundtrack Version,22,1,0,1
The Pipettes,Your Kisses Are Wasted On Me,1,0,0,0
The Blow,A Kiss,1,0,0,0
P!nk,Blow Me (One Last Kiss),0,0,0,0
Lady Antebellum,Just a Kiss,1,0,0,0
Tom Jones,Kiss,0,0,0,0
My Bloody Valentine,Feed Me With Your Kiss,0,0,0,0
U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",0,1,0,0
Mary Chapin Carpenter,Passionate Kisses,0,0,0,0
Betty Everett,It’s In His Kiss (The Shoop Shoop Song),4,0,0,0
3OH!3,My First Kiss - feat. Ke,0,0,0,0
Prince & The Revolution,Kiss,0,0,0,0
Motion City Soundtrack,Make Out Kids,0,0,0,0
Seal,Kiss From A Rose,1,0,0,0
Alkaline Trio,"Love Love, Kiss Kiss",2,0,0,0
The Shangri-Las,Give Him A Great Big Kiss,1,0,0,0
Violent Femmes,Kiss Off (Remastered Album Version),1,1,0,0
Red Hot Chili Peppers,Suck My Kiss,0,0,0,0
The Crystals,Then He Kissed Me,0,0,0,0
Santana,Nowhere to Run,0,0,0,0
Santana,Evil Ways,0,0,0,0
Santana,I Love You Much Too Much,0,1,0,0
Santana,Whole Lotta Love,7,0,0,0
Santana,Maria Maria - Radio Mix,1,0,0,0
Santana,Smoke On The Water,0,0,0,0
Santana,While My Guitar Gently Weeps,2,0,0,0
Santana,This Boy's Fire,2,0,0,0
Santana,She's Not There,1,0,0,0
Santana,Interplanetary Party,0,0,0,0
Santana,Why Don't You & I - Alt. Version,0,0,0,0
Santana,No One to Depend On,0,0,0,0
Santana,Praise,0,0,0,0
Santana,The River,0,0,0,0
Santana,The Game of Love - Main / Radio Mix,1,0,0,0
Santana,Brotherhood,0,0,0,0
Carlos Santana,One With You,0,0,0,0
Santana,Stormy,1,0,0,0
Santana,Put Your Lights On,0,0,0,0
Santana,Black Magic Woman,8,0,0,0
Snow Patrol,Crazy In Love,5,0,0,0
Daniela Andrade,Crazy in Love,4,0,0,0
Emeli Sandé,Crazy In Love,4,0,0,0
The Puppini Sisters,Crazy In Love,4,0,0,0
Antony and the Johnsons,Crazy In Love,4,0,0,0
Beyoncé,Crazy in Love,3,0,0,0
John Mayer,XO,4,0,0,0
Beyoncé,XO,4,0,0,0
Ahmir,Halo,0,0,0,0
Lotte Kestner,Halo,0,1,0,0
Ane Brun,Halo,0,0,0,0
Beyoncé,Halo - Live,0,0,0,0
Kaysha,Drunk in Love,5,0,0,0
Maria Zouroudis,Drunk in Love,3,0,0,0
Bobby Newberry,Drunk in Love ( Acoustic),7,0,0,0
Beyoncé,Drunk in Love,7,0,0,0
Beyoncé,Irreplaceable - Live,0,0,0,0
Luther Vandross,The Closer I Get to You,1,0,0,0
Jason Chen,Love On Top,5,0,0,0
Beyoncé,Love On Top,6,1,0,0
A Rocket To The Moon,Single Ladies - feat. Larkin Poe [Rainy Day Sessions],0,0,2,0
Beyoncé,Single Ladies (Put a Ring on It),0,0,3,0
Glee Cast,Run The World (Girls) (Glee Cast Version),1,1,0,0
Beyoncé,Run the World (Girls),0,0,0,0
Reba McEntire,If I Were A Boy,1,0,0,0
Althea Hewitt,If I Were a Boy,1,0,0,0
Beyoncé,If I Were a Boy,1,0,0,0
J Rice,Best Thing I Never Had,1,0,0,0
Beyoncé,Best Thing I Never Had,1,0,0,0
Maroon 5,Maps,0,0,0,0
Maroon 5,She Will Be Loved,0,0,0,0
Maroon 5,Payphone,3,0,0,0
Maroon 5,Love Somebody,0,0,0,0
Maroon 5,One More Night,1,0,0,0
Maroon 5,If I Never See Your Face Again,0,0,0,0
Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,0,0,0,0
Maroon 5,Harder To Breathe,1,0,0,0
Maroon 5,Sunday Morning,0,0,0,0
Maroon 5,Daylight,2,0,0,0
Maroon 5,This Love,2,0,0,0
Maroon 5,Stutter,0,0,0,0
Maroon 5,Won't Go Home Without You,0,0,0,0
Maroon 5,Lucky Strike,0,0,0,0
Maroon 5,Goodnight Goodnight,1,0,1,0
Catey Shaw,Brooklyn Girls,0,0,0,0
Charles Hamilton,Brooklyn Girls,0,0,1,0
Black 47,Brooklyn Girls,0,0,0,0
Robbie Dupree,Brooklyn Girls,0,0,0,0
MC Lars,Hipster Girl,1,0,0,0
Wakey!Wakey!,Clinton St. Girl,0,0,0,0
Lana Del Rey,Brooklyn Baby,1,0,0,0
Foxy Brown,Brooklyn's Don Diva,0,0,0,0
Kevin Devine,Brooklyn Boy,0,0,0,0
The Shirelles,Will You Love Me Tomorrow?,3,0,0,0
Bobby Vee,Take Good Care Of My Baby,1,0,0,0
The Drifters,Some Kind Of Wonderful,0,0,0,0
Tony Orlando,Halfway to Paradise,0,0,0,0
Gene Pitney,Every Breath I Take,1,0,0,0
Bobby Vee,Walkin' With My Angel,0,0,0,0
The Crickets,Don't Ever Change,0,0,0,0
Barry Mann,Who Put The Bomp,2,0,0,0
The Drifters,When My Little Girl Is Smiling,0,0,0,0
The Cookies,Chains,0,0,0,0
The Drifters,Up On The Roof,0,0,0,0
Little Eva,Keep Your Hands Off My Baby - Remastered Single Version,1,0,0,0
Little Eva,The Locomotion,0,0,0,0
The Crystals,He Hit Me (It Felt Like a Kiss),0,0,0,0
Steve Lawrence,Go Away Little Girl,0,0,0,0
Carole King,It Might As Well Rain Until September,0,0,0,0
The Cookies,Don't Say Nothin' Bad (About My Baby),0,0,1,0
Little Eva,Old Smokey Locomotion,0,0,0,0
Skeeter Davis,I Can't Stay Mad At You,0,0,2,0
Freddie Scott,Hey Girl,0,0,0,0
The Chiffons,One Fine Day,1,0,0,0
The Drifters,Up On The Roof,0,0,0,0
Carole King,I Can't Hear You No More,1,0,0,0
Earl-Jean,I'm Into Something Good,1,1,0,0
The Tokens,He's in Town,0,0,0,0
Dusty Springfield,Some Of Your Lovin',1,0,0,0
Barbara Lewis,Don't Forget About Me - Remastered Single Version,0,0,1,0
The Righteous Brothers,Just Once In My Life,0,0,0,0
The Animals,Don't Bring Me Down,0,0,0,0
The Monkees,Take A Giant Step,2,0,0,0
The Monkees,Sometime In The Morning,1,0,0,1
Dusty Springfield,Goin' Back,0,0,0,0
Carole King,Yours Until Tomorrow,0,0,0,0
The Monkees,Pleasant Valley Sunday,0,0,0,0
The Monkees,Star Collector - 2007 Remastered Version,0,0,0,0
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,0,0,0,0
The Monkees,"Porpoise Song [Theme from ""Head""] [Single Version]",0,0,0,0
The Monkees,Sweet Young Thing - 2006 Remastered Original Stereo Version,1,0,0,1
The Partridge Family,I'll Meet You Halfway,0,0,0,0
Rod Stewart,It's Not The Spotlight (2009 Remastered Album Version),0,0,0,0
Natalie Cole,Someone That I Used To Love - 2003 Digital Remaster,4,0,0,0
George Benson,Nothing's Gonna Change My Love For You,7,0,0,0
Natalie Cole,Miss You Like Crazy,3,0,0,0
Gladys Knight & The Pips,I've Got to Use My Imagination,0,0,0,0
Marianne Faithfull,Something Better,0,0,1,0
The Ronettes,Is This What I Get For Loving You?,2,1,0,0
Michael Bublé,Have I Told You Lately That I Love You - with Naturally 7,1,0,0,0
Amy Winehouse,Will You Still Love Me Tomorrow? - 2011,3,0,0,0
2Pac,California Love - Original Mix (Explicit),1,0,0,0
2Pac,Shorty Wanna Be A Thug,0,0,0,0
Nate Dogg,Me & My Homies,1,0,1,0
2Pac,Dear Mama,2,1,0,0
MC Breed,Gotta Get Mine,0,0,1,0
2Pac,Baby Don't Cry (Keep Ya Head Up II),1,1,0,0
2Pac,Changes - (Explicit),2,0,0,0
2Pac,Ambitionz Az A Ridah,1,0,0,0
Smooth featuring 2Pac,P.Y.T. (Playa Young Thugs),0,0,0,0
2Pac,Keep Ya Head Up,2,0,2,0
The Lady Of Rage,Big Bad Lady (feat. 2Pac & Kevin Vernando),0,0,3,0
2Pac,Starin' Through My Rear View,1,0,0,0
2Pac,How Do You Want It,0,0,0,0
Ja Rule,Last Temptation,1,0,0,0
2Pac,Hit 'Em Up - Single Version (Explicit),0,0,1,0
2Pac,The Realist Killaz,0,0,0,1
2Pac,2 Of Amerikaz Most Wanted,0,0,0,0
Scarface,Smile,1,0,0,0
2Pac,Ghost,0,0,0,0
E-40,Dusted 'N' Disgusted,0,0,0,0
2Pac,I Ain't Mad At Cha,1,0,0,0
2Pac,Ghetto Gospel,0,0,0,0
Spice 1,Jealous Got Me Strapped,0,0,1,0
BIG CAZ PRESENTS,Thug Love,1,1,0,0
Nas,Thugz Mansion (N.Y.),1,0,1,0
